PatentNum,Date,Title,Text
5281099,1994,"Integrated spline/cone seat subassembly for a rotor assembly having      ducted, coaxial counter-rotating rotors","An integrated spline/cone seat subassembly for a rotor assembly that is design optimized to minimize the radial dimensions of the rotor shafts, the rotor shaft bearings, the transmission housing, and the swashplate subassemblies thereof. The integrated subassembly includes a rotor hub having a shaft aperture with a plurality of hub splines extend radially inwardly therefrom. The lower portion of each hub spline has an outwardly tapered portion that makes a predetermined angle with respect to the hub centerline. The integrated subassembly further includes a rotor shaft having a primary shaft portion of a first diameter, an end shaft portion having an intermediate second diameter less than the first diameter, and a conic transition portion that makes a predetermined angle with respect to the rotor shaft axis. The end shaft portion has a plurality of shaft splines extending radially outwardly therefrom that defines a third diameter that is equal to the first diameter. The hub and shaft splines are sized to accommodate the torque required by the rotor assembly and interleaved to provide a rotational interlock between the rotor hub and rotor shaft. The tapered portions of the hub splines abuttingly engage and are mechanically supported by the conic transition portion of the rotor shaft. The first diameter of the rotor shaft defines the radial dimensions of the rotor shafts, the rotor shaft bearings, the transmission housing, and the swashplate subassemblies of the rotor assembly."
5340279,1994,"Snubber assembly for a rotor assembly having ducted, coaxial      counter-rotating rotors","A snubber assembly for a rotor assembly having ducted, coaxial counter-rotating rotors that is design optimized to facilitate utilization of a self-aligning bearing and for installation inboard of the corresponding flexbeam-to-rotor hub attachment joint, thereby enhancing accessibility and reducing maintenance costs. The rotor hub of the rotor assembly is design optimized for securing the snubber assembly in combination therewith and includes a plurality of arms, each arm forming an outboard clevis for attaching the rotor assembly flexbeam to the rotor hub. Inboard of the clevis, each rotor hub arm includes an outboard internal bulkhead having a bolt hole therethrough and an inboard internal bulkhead having a bolt hole therethrough. The inboard and outboard internal bulkheads in combination define a bearing cavity and an internal cavity for securing the snubber assembly in combination with the rotor hub. The snubber assembly includes a spherical self-aligning bearing, a bearing bolt, a locking nut, a snubber bracket secured in combination with the spherical bearing, and securing bolts. The spherical bearing, snubber bracket combination is rotatably mounted within the bearing cavity utilizing the bearing bolt. The bearing bolt is secured in combination with the rotor hub utilizing the locking nut, which is threaded onto the bearing bolt in the internal cavity to jam against the inboard internal bulkhead. The securing bolts are utilized to secure the snubber bracket in combination with the corresponding integrated torque tube/spar member of the rotor assembly."
5372337,1994,Unmanned aerial aircraft having a single engine with dual jet exhausts,An unmanned aerial vehicle incorporates a single engine with bifurcated exhausts which are coupled to side mounted rotating nozzles through a swivel joint. Jet deflection means are mounted to the end of the rotating nozzles to achieve additional degrees of freedom for the aircraft.
5340057,1994,Thrust vectoring free wing aircraft,"The VTOL aircraft includes a free wing having wings on opposite sides of the fuselage connected to one another for joint free rotation and for differential pitch settings under pilot, computer or remote control. On vertical launch, pitch, yaw and roll control is effected by the elevators, rudder and the differential pitch settings of the wings, respectively. At launch, the elevator pitches the fuselage nose downwardly to alter the thrust vector and provide horizontal speed to the aircraft whereby the free wing freely rotates relative to the fuselage into a generally horizontal orientation to provide lift during horizontal flight. Transition from horizontal to vertical flight is achieved by the reverse process and tile aircraft may be gently recovered in or on a resilient surface such as a net."
5419513,1995,"Ancillary aerodynamic structures for an unmanned aerial vehicle having      ducted, coaxial counter-rotating rotors","An unmanned aerial vehicle (UAV) having a toroidal fuselage and a rotor assembly including counter-rotating rotors coaxially mounted with respect to the toroidal fuselage incorporates ancillary aerodynamic structures aerodynamically configured and mounted in combination with the toroidal fuselage to provide a nose-down pitching moment to counteract the nose-up pitching moment generated by airflow over the toroidal fuselage during forward translational flight of the UAV. The ancillary aerodynamic structures have a cambered airfoil profile to provide high lifting forces. The ancillary aerodynamic structures may have centers of lift located significantly aft of the quarter-chord line of the airfoil, and are symmetrically mounted in combination with the lateral sides of the toroidal fuselage so that the centers of lift are located aftwardly of the fuselage axis of the toroidal fuselage in forward translational flight modes such that the ancillary aerodynamic structures generate a nose-down pitching moment to counteract the nose-up pitching moment due to airflow over the toroidal fuselage in forward translational flight. In a first embodiment, the ancillary aerodynamic structures are fixedly mounted in combination with the toroidal fuselage at a predetermined angle of incidence. In a second embodiment, the ancillary aerodynamic structures are rotatably mounted in combination with the toroidal fuselage to provide variable incidence ancillary aerodynamic structures for the UAV."
5575438,1996,Unmanned VTOL ground surveillance vehicle,"An unmanned aerial vehicle (UAV) has a toroidal fuselage and a rotor assembly having a pair of counter-rotating rotors secured in fixed coaxial combination with the toroidal fuselage to provide a vertical takeoff and landing (VTOL) capability for the UAV. One embodiment of the VTOL UAV is especially configured for ground surveillance missions by the inclusion of an externally mounted, remotely controllable stowable sensor subsystem that provides an azimuthal scanning capability and a predetermined elevation/depression scanning capability to accomplish the ground surveillance mission and a foldable landing gear subsystem to facilitate landing of the VTOL UAV at unprepared ground surveillance sites."
5560568,1996,Recovery system and method for capturing and securing an air vehicle to      landing platform,"Apparatus and method for recovering and arresting an aircraft on a floating platform is disclosed. The aircraft has a fuselage, a wing, and a source of propulsion for propelling the aircraft in flight. During landing approach, an inflatable cushion attached to the fuselage is deployed below the fuselage via inflation. In the inflated condition, a fastening material disposed on a downward facing surface of the cushion is thereby adapted to adhesively contact the floating platform deck so that the forward motion of the aircraft is slowed and arrested. In the preferred embodiment, the fastening material is one of male or female VELCRO.RTM. which is adapted to mate with corresponding VELCRO.RTM. material covering the platform deck."
5799900,1998,Landing and take-off assembly for vertical take-off and landing and      horizontal flight aircraft,"An aircraft adapted for flight in helicopter mode with its longitudinal axis oriented generally vertically and in airplane mode with its longitudinal axis oriented generally horizontally is provided with the capability of launching and landing with the tail end directed skyward. The invention also includes improvements to the controllability and efficiency of aircraft in helicopter mode provided by the stabilizer wings and relative rotation of the fuselage section about the aircraft's longitudinal axis. The aircraft has an elongate boom positioned between the rear fuselage and the stabilizer wings for engagement with a base structure. The base structure may be attached to a building, a trailer transporter, a ship or some other structure. The base may be a beam having latching arms that swing inward when pressure from the boom is applied, then trap the boom in a recess between the latching arm and beam, thereby suspending the aircraft. An actuator for releasing the latching arms is provided to allow the aircraft to launch."
5716032,1998,Unmanned aerial vehicle automatic landing system,"An automatic landing system for guiding an unmanned aerial vehicle along a predetermined path to a predetermined point on the ground. The system includes an image processing means resident in the motion compensation processor that computes aerial vehicle parameters. The computed parameters are altitude, changes in altitude, changes in pitch and yaw angles, roll angle and changes thereto, and changes in cross range and down range position. These computations are based on the movement of elements in the video of an imaging sensor onboard the aerial vehicle. The motion compensation processor also measures the distance (in pixels or picture elements) between two beacons placed a known distance apart on either side of the apparent touchdown point. A recovery control processor uses these parameters to compute both desired and actual altitude as a function of range from the vehicle to the apparent point of touchdown and to provide offset error in azimuth from the desired flight path to the landing area. The recovery control processor also computes commands for the automatic pilot on the unmanned aerial vehicle which corrects the aerial vehicle's flight path. The recovery control processor will normally be located with the motion compensation processor, either on the ground or on the aerial vehicle. The video image can either be brought to the ground over a data link or the image processing can be performed onboard the aerial vehicle."
5779190,1998,Portable unmanned aerial vehicle,"An unmanned aerial vehicle that includes symmetrical wings, tail section and internal compartments. The wings which include the only control surfaces can be attached to either side of the aircraft. An engine and a payload are non-symmetrically attached modules. Assembly and disassembly is performed with quick release pin and plate latches, quarter turn fasteners and guides that prevent improper assembly. The compartments include quick release hatch covers for the various internal craft compartments."
5728965,1998,Method and device for the scattering of drones on curved paths around      one or more reference points,"The disclosure relates to the deployment and maintenance of a belt of autonomous sensors fitted out with warning sensors to monitor the area surrounding one or more sensitive points. It relates especially to anti-missile and anti-aircraft warning systems for naval surface ships against missiles and aircraft flying at low and very low altitudes. It consists in controlling the paths of the drones solely by means of their radius of curvature for which they receive an instructed value from the reference point or points. This instructed value is encoded by a frequency of a radioelectric signal sensitive to the Doppler effect. A modification of this instructed value of radius of curvature as a function of the signal of a proximity sensor makes it possible to avoid all problems of collision and to keep the drones at equal distance from one another. This mode of control proves to be particularly efficient and, at the same time, very simple."
5769359,1998,Active feedback loop to control body pitch in STOL/VTOL free wing      aircraft,"An aircraft control system for controlling an aircraft, particularly a free wing aircraft in low speed or hover regimes. An air speed sensor measures air speed of the aircraft and outputs an air speed signal to a control processor which processes the air speed signal with a speed control input signal. A control actuator actuates an aircraft control surface in response to the control surface control signal. The air speed sensor may include a shaft mounted impeller located in an airstream of the aircraft. A rotational speed sensor, coupled to the impeller, measures a rotational speed of the impeller and outputs a rotational speed signal as the air speed signal. In an alternative embodiment, the air speed sensor may include a vane located in an airstream of the aircraft and deflected in response to air flow in the airstream. In another embodiment, the speed sensor may include an angular position sensor which measures an angle between a free wing and the aircraft fuselage and outputs an angle measurement signal as the air speed signal. The aircraft control surface may comprises a control boom pivotally attached to a fuselage of the aircraft of a trim tab pivotally attached to a fuselage of the aircraft."
5941478,1999,STOL/VTOL free wing aircraft with modular wing and tail,"A mechanism for quickly removing and installing the free wings and/or the tail booms of a freewing aircraft to the fuselage. The fuselage includes a free wing cross tube extending transversely through the fuselage at the spanwise axis, and each of the left and right free wings includes a support tube disposed therein, also along the spanwise axis, with a portion of the wing structural tube being received within the fuselage cross tube. A quick-release pin is insertable in holes disposed in both the structural tube and the cross tube when the holes are placed in alignment. A second cross tube extends transversely through the rear end of the fuselage at the tail boom pivot axis. At least a portion of each tail boom member is disposed in surrounding relationship to the cross tube. In a preferred embodiment, a quick-release pin is insertable in holes disposed in both the tail boom member portion and the cross tube when the holes are placed in alignment."
5906336,1999,Method and apparatus for temporarily interconnecting an unmanned aerial      vehicle,"An apparatus and method for aerial refueling of an unmanned aerial vehicle (UAV) wherein a laser receiver/transmitter on a target device towed by a host aircraft projects a reticle pattern aft of the host aircraft and a laser receiver/transmitter on a probe of the UAV is activated as the UAV is moved within the projected reticle pattern. Thereafter, a rangefinder guides the UAV towards the host aircraft until the laser transmitter/receiver of the UAV is aligned and boresighted with the laser transmitter/receiver of the host aircraft at which time the mode of the laser transmitter/receiver of the UAV alternates between a rangefinder mode and a modulation data link mode to transmit vital information concerning the UAV to the host aircraft. The probe on the UAV continues to move toward the drogue until the probe establishes contact within a receptacle structure of the drogue and is coupled thereto."
5918832,1999,"Wing design using a high-lift center section, augmented by all-moving      wing tips and tails","An air vehicle defining a plane of symmetry includes a pair of outboard panels which are rotatably mounted on the lifting body of the vehicle and respectively extend in opposite directions from the plane of symmetry. A control system collectively rotates the outboard panels to selectively contribute forces from the panels to the lift on the air vehicle. The control system also differentially rotates the outboard panels to control roll of the air vehicle. A pair of empennage panels are also rotatably mounted on the lifting body to establish a dihedral angle centered on the plane of symmetry. The control system collectively rotates these empennage panels to control pitch, and differentially rotates the empennage panels to control yaw, of the air vehicle. In a high speed flight regime the lifting body alone is sufficient and the outboard panels are collectively rotated to reduce drag and contribute substantially zero lift. In a slow speed flight regime, the outboard panels are collectively rotated to contribute to the lift on the air vehicle."
5890441,1999,Horizontal and vertical take off and landing unmanned aerial vehicle,"A semiautonomously directed, autonomously controlled, gyroscopically stabilized, horizontal or vertical take off and landing (HOVTOL) flying apparatus employing two vertical lift devices equally and longitudinally spaced from the center of gravity of the apparatus; continuously integrated with a drive train apparatus, optional single or multiple power means; congruously connected thereto horizontal thrust devices. Integral to the vertical lift devices; pitch axis control devices situated at the exhaust orifices therein to vector said devices exhaust slip stream by a autonomous flight control system providing pitch stability. The autonomous flight control system providing continuously all flight control of the apparatus and said system being interfaced to a semiautonomous flight director device providing discrete flight direction function codes thereto. The combined effect of the apparatus is: When the power system rotates; coincident rotation of the drive train causes the vertical lift apparatus and horizontal thrust apparatus to counter rotate at right angles simultaneously providing both vertical lift and gyroscopic roll stability and simultaneously providing both horizontal thrust and gyroscopic yaw stability during flight; the continuous control thereof being accomplished by the autonomous flight control system and the directional steering, and function thereof in four axis effected by the semiautonomous flight director device which provides discrete flight function codes to the autonomous flight control system so as to disallow the initiation of negative flight maneuvers and/or functions providing for the safe unskilled pilot operation of the apparatus or any aircraft employing a autopilot having a autonomous digital flight control system."
5863013,1999,STOL/VTOL free wing aircraft with improved shock dampening and absorbing      means,"An improved VTOL/STOL free wing aircraft providing damping and absorption of shock landing loads upon landing. A pair of resilient struts is provided, projecting forwardly from the trailing edge of either side of the fuselage when the fuselage is tilted. Preferably, the aircraft includes a pair of articulated tail booms, the strut being a portion of the tail boom extending forward from the pivot axis of the tail boom. Landing wheels are disposed on the strut in tandem spaced relationship. The resiliency of the strut causes the strut to act as a leaf spring and thus dampen shock landing loads. Operatively secured to the bottom surface of the fixed wing portions and the forward portion of the landing gear struts is a pair of dashpots for absorbing the shock landing loads."
6065718,2000,Universal VTOL power and rotor system module,"A universal power drive and lifting rotor system module adaptable for powering various types of single and multiple rotor VTOL aircraft comprising an elongated component support framework on the top of which a lifting rotor assembly and transmission are mounted onto the front end of which an engine is externally supported and the rear end of which is adapted for attachment and external support of a VTOL augmentation framework carrying a lifting rotor torque compensating unit. The rotor assembly and transmission receive power from a power train comprising a main drive shaft coupled to the engine and supported for rotation within the component support framework to extend longitudinally thereof and connected through a pulley and belt rotational power arrangement to the rotor transmission power input shaft extending from within the transmission to above the rear end of the component support framework. The outer free ends of the main power and transmission power input shafts have a coupling attachable to a rotatable shaft powering a rotor torque compensating unit carried on any one of a variety of VTOL augmentation auxiliary framework assemblies configured to be attachable to the rear end of the module component support framework. The attachable auxiliary framework assemblies include a framework on which is mounted a vertically rotating torque compensating tail rotor, a wing attached compound VTOL augmentation framework having a ducted propeller ahead of a slip stream deflecting tail assembly and a framework connecting a pair of back-to-back oriented modules comprising a dual rotor tandem VTOL."
6142421,2000,Vehicle refueling system,"A vehicle refueling system includes an aero vehicle and a fuel bladder system. The fuel bladder system includes a fuel bladder, a pickup loop of a predetermined loop size, a reel mechanism to retract at least one side of the pickup loop to reduce the loop size, a snag sensor to sense when the pickup loop has been hooked by the retractable hook, the snag sensor initiating the reel mechanism, a compass to sense the random orientation of the loop, a radio navigation receiver to sense a location of the loop, and a transmitter to transmit the random orientation and the location. The vehicle includes a fuselage, a retractable hook with a hook sensor to detect when a fuel bladder is hooked and the loop size has been reduced by the reel mechanism, a fuel bladder stowage chamber within the fuselage, a fuel intake tube capable of drawing fuel from the fuel bladder stowed in the stowage chamber, a retraction mechanism to retract the retractable hook, a fuel transfer mechanism to transfer fuel from the fuel bladder into an internal fuel tank, and a fuel bladder discard mechanism to discard the fuel bladder after the fuel has been drawn from the fuel bladder."
6056237,2000,Sonotube compatible unmanned aerial vehicle and system,"The present invention is generally comprised of a sonotube-compatible unmanned aerial vehicle apparatus, hereinafter referred to as a UAV, and systems for launch and control of the UAV. The UAV is generally comprised of modular sections including a nose section, a payload section, a wing and fuel tank section, and a powerplant section. The modular sections are attached to adjacent sections by uniform lock sealing rings and related components. The present invention comprises an apparatus enabling very small, man portable, ballistically launched, autonomously or semi-autonomously controlled vehicle to be deployed with preprogrammed, communicated, or telemetry mission programming. A wide range of payload packages, including emergency supplies, sensors, and antenna assemblies, may be carried, used or deployed in flight. Man-portable operation is accomplished by the use of a launch canister apparatus. The launch canister comprises retractable launch stabilizing legs, turbine engine exhaust orifices, and various antennas. The launch canister apparatus alternatively comprises a modified type ""A"", ""B"", or ""C"" sonotube launch canister. The system of the invention also comprises a portable Command, Control, Communications, Computer, and Intelligence (CI) control and sensing analysis console. The console is preferably ruggedized, waterproof, shockproof, and comprises necessary control and analysis computers, input/output devices, antennas, and related hardware and software for vehicle and mission control. A CI console and/or launch canisters may be transported by means of a backpack adapted for man portability."
6270038,2001,Unmanned aerial vehicle with counter-rotating ducted rotors and shrouded      pusher-prop,"An unmanned aerial vehicle that includes a fuselage with a partial toroidal forward portion, and an aft portion. A duct is formed through the fuselage and extends from the top to the bottom of the fuselage. Two counter-rotating rotor assemblies are mounted within the duct for providing downward thrust through the duct. The rotor assemblies are supported by a plurality of support struts. At least one engine is mounted within the fuselage and engages with the rotor assemblies. A pusher prop assembly is mounted to the aft portion of the fuselage. The pusher prop assembly is designed to provide forward thrust along the longitudinal axis of the aircraft. The pusher prop assembly includes a drive shaft that is engaged with the engine. A plurality of propellers are attached to and rotated by the drive shaft. A shroud is mounted to the aft portion of the fuselage around the propellers and is operative for channeling the air passing through the propellers in a substantially aft direction. A pair of wings is removably attached to the sides of the fuselage. Each wing preferably includes a fixed portion and a pivotal flaperon portion hinged to the fixed portion. Directional vanes are preferably mounted to the shroud downstream from the propellers and control flow out of the shroud. Deflectors may be mounted to the bottom of the fuselage across a portion of the duct to control flow of air into the duct."
6170778,2001,Method of reducing a nose-up pitching moment on a ducted unmanned aerial      vehicle,"A method for reducing a nose-up pitching moment in an unmanned aerial vehicle during forward flight. The unmanned aerial vehicle includes counter-rotating rotor assemblies that are mounted within a duct. Each rotor assembly includes a plurality of rotor blades. The method involves adjusting the rotor blades to have substantially zero pitch. Then rotating the rotor assemblies to produce a virtual plane across the duct. The virtual plane is operative for substantially deflecting air passing over the fuselage away from the duct. In one embodiment of the invention, the method involves the further step of obstructing at least a portion of the bottom of the duct to inhibit air that is flowing across the bottom of the duct from passing into the duct."
6260797,2001,Transformable gun launched aero vehicle,"A transformable gun launched aero vehicle having a ballistic projectile configuration and an aeroplane configuration includes a cylinder forming a shell of the vehicle in the ballistic projectile configuration and wings deployable from the cylinder. The wings are capable of achieving sufficient lift for sustained flight in the aeroplane configuration. The cylinder forms a fuselage of the vehicle in the aeroplane configuration. A wing includes plural rib elements, plural inflatable tubes where each tube is braced by the plural rib elements, and a wind shell disposed around the plural inflatable tubes and the plural rib elements. The vehicle includes an inflatable tail section that is inflated while the vehicle is in the aeroplane configuration. The vehicle includes a parachute that is reversibly deployable from a nose portion of the vehicle. The vehicle includes at least one landing rod. Each landing rod is reversibly extendable from the vehicle. A landing controller controls a first landing rod to extend after the vehicle has begun to vertically descend. The vehicle includes a folding propeller deployable from the fuselage in the aeroplane configuration. The vehicle includes a control system, and the control system includes a module to determine when the vehicle has reached a first predetermined state that defines an initiation of a transition from the ballistic projectile configuration to the aeroplane configuration."
6431494,2002,Flight control system for a hybrid aircraft in the roll axis,"A flight control system includes a blending algorithm which evaluates the current flight regime and determines the effectiveness of the flight controls to effect the rotational moment of a hybrid vehicle about the roll axis. Gain schedules for both roll cyclic and aileron control provide a quantitative measure of control effectiveness. Based on the respective gain schedules, the algorithm determines how much of the control commands should be sent to each control surface. The result is that for a given control command, the same amount of roll moment will be generated regardless of flight regime. This simplifies the underlying flight control law since the commands it generates are correct regardless of flight regime."
6478262,2002,Flight control system for a hybrid aircraft in the yaw axis,"A flight control system includes a blending algorithm which evaluates the current flight regime and determines the effectiveness of the flight controls to effect the rotational moment of a hybrid vehicle about the yaw axis. Gain schedules for both differential collective and rudder control provide a quantitative measure of control effectiveness. Based on the respective gain schedules, the algorithm determines how much of the control commands should be sent to each control surface. The result is that for a given control command, the same amount of yaw moment will be generated regardless of flight regime. This simplifies the underlying flight control law since the commands it generates are correct regardless of flight regime."
6409122,2002,Anti-submarine warfare UAV and method of use thereof,"An anti-submarine warfare system includes an unmanned ""sea-sitting"" aircraft housing submarine detecting equipment, the aircraft including a body portion having a catamaran configuration adapted for stably supporting the body portion when sitting in water, the body portion including a fuselage and laterally disposed sponsons connected to the fuselage via platforms, and submarine detecting equipment housed within the fuselage and adapted to be electronically linked to sonobuoys disposed in adjacent water locations."
6392213,2002,Flyer assembly,"A flyer assembly is adapted for launching with, transit in, and deployment from an artillery shell having a central void region extending along a ballistic shell axis. The flyer assembly includes a jettisonable shroud and a flyer. The shroud extends along a shroud axis, and is positionable within the central void region with the shroud axis substantially parallel to the shell axis. The flyer is adapted to withstand a launch acceleration force along a flyer axis when in a first state, and to effect aerodynamic flight when in a second state. When in the first state, the flyer is positionable within the shroud with the flyer axis parallel to the shroud axis and the shell axis. The flyer includes a body member disposed about the flyer axis, and a foldable wing assembly mounted to the body member. The wing assembly is configurable in a folded state characterized by a plurality of nested wing segments when the flyer is in the first state. The wing assembly is configurable in an unfolded state characterized by a substantially uninterrupted aerodynamic surface when the flyer is in the second state. The flyer assembly is adapted to be launched from a ballistic delivery system such as an artillery cannon, and can thus reach a target quickly, without expending system energy stored within the flyer. During launch, the flyer is coupled to the shroud so as to maintain a portion of the flyer in tension during an acceleration of the flyer along the flyer axis resulting from the launch. The flyer assembly is adapted to withstand the high g-load and high temperature environments of a cannon launch, and can tolerate a set-back g load of about , g."
6377875,2002,Method for remote-controlling an unmanned aerial vehicle,"To avoid an uncontrolled flight of a remotely controlled unmanned air vehicle (UAV), upon loss of radio contact between a control station () and the UAV (), the UAV () flies on a preprogrammed safety route (), as required the UAV is guided to a flight path () that is remote-controlled from the control station (), and, in the event of an interruption of the radio contact, the UAV will fly on a substitute route calculated with on-board equipment, without active intervention from the remote control station."
6460810,2002,Semiautonomous flight director,"A device for programming industry standard autopilots by unskilled pilots. The effect of the invention is such that when the invention is employed in a flying body comprising an industry standard autopilot with a digital flight control system, the invention provides for the safe operation of any aircraft by an unskilled pilot. The device additionally affords skilled pilots a more rapid and simplified means of programming autopilots while in flight thus reducing a skilled pilot's cockpit workload for all aircraft flight and directional steering, way points, and aircraft flight functions reducing the possibility of pilot error so as to effect safer flight operations of an aircraft by affording a skilled pilot to direct aircraft steering and function while under continuous autopilot control."
