PatentNum,Date,Title,Text
10610040,2020,"Brewing and squeezing cup","Disclosed is a brewing and squeezing cup, including a brewing and squeezing device (), a bottom cover () and a cup body (), wherein the brewing and squeezing device () comprises a cone () with an accommodating chamber and a cup cover () in a penetrating shape, a bottom end of the cone () is provided with a filter plate () extending towards an outer periphery thereof, the filter plate () is provided with a plurality of first filter holes (), the bottom end of the cone () is provided with an opening () in communication with the accommodating chamber, an outer wall of the cone () is provided with a plurality of scraping strips () or a plurality of protrusions, the outer wall of the cone () is also provided with a plurality of second filter holes () penetrating to the accommodating cavity, the filter plate () is connected to the cup cover (), the cup cover () is connected to the cup body () in a detachable manner, the cone () can be arranged with a tip facing upwards or downwards with respect to the cup body (), and the bottom cover () covers the opening () of the cone (), and the bottom cover () is connected to the cup cover () in a detachable manner. The brewing and squeezing cup can not only squeeze for fruit juice but can also brew tea by providing the brewing and squeezing device (); it can also control the concentration of the tea with a simple structure, convenient to clean and carry."
8166873,2012,"Automated juice extractor","An automatic juicer turns and pushes an upward facing juicing cone into a fruit for releasing and collecting juice. The juicer includes a base containing a motor, gear and shaft assembly which rises as a unit with the juicing cone. A fixed guide extends upward from the base and inner and outer shafts reside inside the fixed guide and are driven by the motor and gear assembly to rotate and advance the juicing cone into the fruit. The juicing cone, strainer and a bowl release and catch the juice. The outer shaft includes threads to vertically advance and retreat the outer and inner shafts when the outer shaft turns. The inner shaft rises with the outer shaft and lifts and rotates the juicing cone, thereby releasing juice from the fruit. The bowl is fixed to the base."
8161872,2012,"Automated juice extractor","An automatic juicer turns and pushes an upward facing juicing cone into a fruit for releasing and collecting juice. The juicer includes a base containing a clutch and gearing assembly connected to a motor. A center column assembly rotates and advances the juicing cone. The juicing cone, strainer, and a bowl release and catch the juice. The center column includes an outer column fixed to the base, a rotating drive shaft driven by the motor but not advancing vertically, and a driven shaft which rotates with the drive shaft and advances and retreats vertically. The bowl is fixed to the base. The strainer advances vertically with juicing cone but does not rotate. The juicing cone is attached to the driven shaft and rotates and advances vertically, thereby releasing juice from the fruit. Knife edges on the bottom of the juicing cone scrape pulp from the strainer to prevent clogging."
9681769,2017,"Safety switch for citrus press","A motorised citrus press has a reamer and an actuating arm. The arm supports a fruit dome. The movement of the arm causes the activation of a first switch and the reamer is associated with a second switch. The motor receives electrical power only when both the first and second switches cooperate."
7698767,2010,"Combination bar tool","One embodiment of the present patent application is a device, comprising a first piece and a second piece. The first piece includes a stirring spoon, a bottle opener, and a corkscrew. The corkscrew has a corkscrew base. The second piece includes a removable cover that attaches to the corkscrew base to cover the corkscrew."
7028606,2006,"Citrus fruit juice separator with pouring accessory","An electric juicer having a housing, or case, a juice receptacle arranged on the case, a pouring accessory disposed on the receptacle and a juicer cone. The case contains a motor for rotating the cone through the intermediary of a transmission, the pouring accessory has a bottom permitting gravity flow of the collected juice toward a lateral flow outlet, and the bottom has an opening providing for the passage of the transmission. In accordance with the invention, the pouring accessory has a transmission axis, or shaft, belonging to the transmission, the shaft being mounted for free rotation in the opening. This arrangement permits the juicer to be used with or without the pouring accessory."
6813996,2004,"Juicer with operational convenience","A juicer includes a base, a column extending upright from the base, a head securely attached to an upper end of the column, a vertical rod extending vertically through the head, a Y-shaped handle having a main section and two arms branching from an end of the main section, and two connecting rods. A connecting member is securely attached to a lower end of the vertical rod. The distal ends of the arms of the handle are connected to the head by an axle. The lower ends of the connecting rods are pivotally connected to two ears respectively on two sides of the connecting member. The upper ends of the connecting rods are pivotally connected to two lugs formed on intermediate portions of the arms. Oil grooves are provided in the ears, in the lugs, and in two ends of the axle, allowing smooth operation of the juicer."
10881128,2021,"Automatic squeezer with the entire squeezing unit interconnected by a      support independent of the drive unit","The invention relates to a squeezing machine of the type in which the juice is obtained in a squeezing unit comprising at least one male drum () and at least one female drum, the female drum () having recesses for holding the fruit and the male drum having protrusions that insert in the recesses of the female drum to catch the fruit, the squeezing unit () and other auxiliary elements are joined to each other, preferably by a casing, such that they can engage and be released from the drive element () as a single block."
7267050,2007,"Juicer having an articulated arm carrying a pressing element","A juicer composed of: a housing provided to receive a rotatable element for extraction of juice; an arm that is mounted to the housing to pivot about an axis with respect to the housing; a pressing element for pressing a fruit half against the rotatable element; and a pivot element mounting the pressing element to the arm to pivot about a pivot axis with respect to the arm."
6860196,2005,"Juicer","A juicer is driven by an electric motor. The juicer is provided with a centrally-arranged, projecting, upwardly-tapering element, for the pressing of a fruit. The pressing element may be driven by a driveshaft, connected to the element. The driveshaft may be displaced in the axial direction. By pressing downwards on the element, the driveshaft is pressed against a switching means and the electric motor switched on thereby."
8607698,2013,"Fruit press","A fruit press includes a housing removably arranged on a frame and enclosing a pressing chamber, parallel shafts mounted in the frame and protruding into the pressing chamber, for two press rollers which can be driven in opposite directions and which include semi-spherical press recesses distributed over the circumference and for two press heads provided beneath the press rollers, which can be driven in opposite directions in relation to the press rollers, and form spherical press punches cooperating with the press recesses, a knife displaceable along a guide between the press rollers, and a detachable securing device against withdrawal for the press rollers and press heads; which are slid axially onto their conical shafts. The pressing chamber includes a rear wall detachably fastened to the frame, penetrated in a liquid-tight manner by the shafts for the press rollers and press heads, and carrying the guide for the knife."
7104188,2006,"Fruit press","A fruit press containing a centrally arranged element projecting upward from a base to a tip. The element base has an outer annular surface for the pressing of fruit. The annular surface having ridges on the outer surface that run from the base to the tip. The outer surface having trough-like recesses between the ridges with a cross-section substantially in the form of a circle."
11089807,2021,"Juicing unit having a support","Juicing unit having a support for an automatic juicing machine of the type in which the juicing unit comprises one or more female drums that move synchronously with one or more male drums that allows easy removal of the juicing unit as a whole for cleaning, such that the support comprises two plates with different openings that sandwich between them the main elements of the juicing unit such as the male and female drums, both plates being joined by at least one removable rod that is fastened via an anchor that allows a strong coupling and easy opening, such plates additionally comprising elements for anchoring to other elements of the juicing unit as well as elements for anchoring to the main body of the juicing machine."
9730466,2017,"Fruit slicer and juicer apparatus and method","A handheld device that permits slicing and juicing a fruit in two steps of slicing and juicing. The device includes a cradle portion, a squeezer portion, and a blade assembly all joined at a common hinge. A lemon or other unsliced fruit is placed in the device cradle portion, and in a first slicing step, the user grasps a blade handle to rotate a blade into the fruit. In the second juicing step, the user grasps a handle of the squeezer portion and rotates the squeezer portion into the fruit to squeeze juice from the fruit. A funnel is provided to collect the juice. It is not necessary to slice lemons or other fruit with a knife before juicing, or to touch sliced fruit."
7337716,2008,"Fruit press","A fruit press, in particular a citrus fruit press, having the following features: the fruit press has a mounting stand and a driving and pressing unit; the driving and pressing unit is mounted pivotably on the mounting means."
9107531,2015,"Citrus juicers","The invention relates to citrus juicers of the kind in which a reamer is supported upright on a shaft driven by an electric motor so that half of a citrus fruit may be pressed down onto the reamer for juice extraction. Typically such juicers are fitted with an arm () that carries a hollow pressing member which is intended to be lowered, by pivoting the arm, so as to press a half-fruit onto the reamer, and it is usual for the arm () to return to its fully raised position after use. Accordingly, the arm () is spring-urged towards its raised position and tends to adopt the raised position during storage and transit. The invention provides a latching means () to latch the arm () in a lowered position, thus allowing the juicer to be stored and moved around with the arm latched down, thereby making the juicer more compact and easier to handle. It is particularly preferred that the arm () is further provided with a damping device, such as a rotary viscous damper (), to control upward movement of the arm () when it is released from the latching means ()."
7089851,2006,"Juicer","A fruit juicer includes an additional switch that determines the speed at which the fruit juicer, i.e., the element that receives the fruit to be squeezed out, revolves. A button, disposed on the outer wall of the housing, actuates a microcontroller such that more power is supplied to the electric motor to make it revolve at a higher speed. The inventive fruit juicer, therefore, allows the juice to be squeezed out from the pulp already removed from the fruit."
8365656,2013,"Food processor of the citrus press or juicer type","A rotary food processor including a base unit, drive elements provided with a rotary motor spindle, an active processing implement, a driveshaft to drive the active implement, and wherein the driveshaft is movable from a rest position to an active position in which it rotates by a force applied by a user. The driveshaft is a hollow shaft which defines an open housing in which the rotary spindle is at least partially retained and the rotary spindle freely rotates within the housing when the driveshaft is in the rest position."
10674871,2020,"Food processing device","The present invention relates to a food processing device, comprising a base plate provided with a first pivot and a second pivot, a processing element provided on the base plate, and an arm assembly pivotably coupled to the base plate. The arm assembly comprises a first arm and a second arm pivotally coupled to each other, each of the two arms being pivotally coupled to the base plate, whereby the first arm and the second arm form together a compound lever mechanism. A force applied by an operator onto the second arm increases as an output by the second arm, and the increasing force is conveyed to the first arm so that the food processing device is operated faster and easier, without making the operator more fatigued."
9750277,2017,"Press for citrus fruits","A press for citrus fruits has a press head, which executes a press stroke and includes two accommodating dies, each for one fruit half. The dies are arranged on either side of a blade and are pivoted in opposite directions via parallel shafts between an upper accommodating position and a lower pressing position. Rams are assigned to the press head and interact with the dies in the lower pressing position A discharging device for discharging the skins of the pressed fruit halves. Includes a comb whose fingers engage in grooves of the rams. The grooves are oriented in the direction of the parallel shafts. The comb is displaceable between a lower starting position, with fingers lowered in the grooves, and a discharging position, with fingers raised above the rams and sloping down toward the shafts to a discharging opening."
10610041,2020,"Lemon squeezer","An improved lemon squeezer includes a stand. The stand has a footprint that extends outward from the front of the stand. The stand defines a top and a bottom plate. The bottom plate is a plate that defines a plurality of depression and it defines a fluid receiving a cavity. The top plate defines a plurality of protrusions that insert within the bottom plates depressions when the plates are squeezed together via a lever mechanism that is attached to the top plate."
6988447,2006,"Fruit squeezer","A fruit squeezer is disclosed. This fruit squeezer forms two transmission movements synchronously in two directions by means of a transmission member to drive the passive pressing cover and the passive rotating member of the fruit squeezer thereby squeezing the fruit by means of forces formed by more than two transmission movements and rotations for obtaining perfect fruit juice."
11051658,2021,"Cover element for a preparation vessel of a food processor","A cover element for at least partially covering a vessel opening of a preparation vessel of a food processor and/or a cover opening of a vessel cover for the preparation vessel, wherein the cover element has a radially outwardly facing support edge to be supported on the preparation vessel and/or vessel cover. The support edge has a continuously curved base contour viewed in the axial direction, and has at least two support elements, which lie opposite each other, are separate from each other and protrude over the base contour. The support elements extending in an imaginary circular ring surface that reaches from a radially outer edge of the support elements up to the base contour are identically designed on both opposing sides viewed in the axial direction and formed in the same plane extending perpendicular to the axial direction."
6945162,2005,"Fruit juicer with increased juice yield","A fruit juicer has a rotating, upwardly-tapering, centrally-disposed, projecting element, for the pressing of a fruit. The element is surrounded by a collector dish, into which a stationary wall of a fixed annular body extends downwards. A device for compressing the fruit pulp, and thus squeezing additional juice out of the pulp, is formed on the wall. On rotating the collector dish with a motor drive the compression device forces the pulp of the fruit downwards in a generally wedge direction. The additional compression device is one or more blades that are fixed to or formed on the inner side of the projecting wall."
6899022,2005,"Fruit juicer","A juicer for extracting juice from a fruit comprising a juicing element having an axis and a pivot operatively associated with and radially spaced from the juicing element axis, such that the juicing element axis is rotatable about the pivot."
10687649,2020,"Handheld citrus juicer with rotating element","A handheld citrus juicer includes first and second arms with respective inner and outer ends. The inner ends of the arms are pivotally connected such that the outer ends are manually movable relative to each other on an arc centered on a pivot axis. The arms include respective gripping portions adapted to be gripped by an associated user with one hand to squeeze the arms toward each other. The first arm includes a rotatable element connected thereto and selectively manually rotatable by the associated user about a rotational axis. The second arm includes a bowl connected thereto, the bowl aligned with the rotatable element when the first and second arms are moved toward each other. The rotatable element and the bowl are adapted to engage and extract juice from an associated cut-half of citrus fruit located between the rotatable element and the bowl. The rotatable element can be a reamer or a cup."
7445171,2008,"Motorized kitchen appliance","A motorized kitchen appliance provides a resilient fixation of a drive unit, surrounded by an outer wall, within a housing of the kitchen appliance. The drive unit is resiliently mounted in the housing through the use of projections and is fixed therein in the manner of a bayonet fitting."
5222430,1993,"Juicer/mixer device","A juicer/mixer includes an actuating device for providing electrical power to a rotating shaft thereon, to which a squeezing housing device is engaged, thus allowing food to be processed in the squeezing housing device. Food is milled in the squeezing housing device and, after double filtering, juice is obtained from a juice outlet, and the dregs are remained in an inside wall of the squeezing housing device. A dreg displacement switch is provided to trigger a stopper to expel the dregs via a dreg outlet device by utilizing centrifugal force."
4240338,1980,"Citrus juicer attachment for food processor","An improved food processor including a citrus fruit juice extraction unit, and an attachment for a food processor for the extraction of juice from citrus fruit, are disclosed. The attachment consists of an annular trough-like member fitting within the cylindrical food processing container amounted on the base of the food processor. The annular trough-like member has a circumferential flange which rests on the upper edge of the container and supports the trough-like member therein. The trough-like member has apertures in the bottom thereof to permit the passage of citrus fruit juice while restraining passage of pulp and pips associated with the juice. The trough-like member includes means such as a cam which are arranged to cooperate with an electric switch for the food processor motor so that the food processor motor cannot be actuated without the trough-like member being in predetermined rotational relationship with the food processor base and food processing container located thereon."
6539848,2003,"Juicer","A juicer includes a reservoir with a spout and an annular rim having an extended portion with at least two holes. An extractor having an upright convex extracting dome is surrounded by an annular trough having openings therethrough. The extractor has a strainer element and is removably seated on the annular rim of the reservoir. The extractor has at least one peg that can mate with the at least two holes in at least two positions. The strainer element covers the spout when the peg is mated with one of the holes in a first position. The strainer element does not cover the spout when the peg is mated with another of the holes in a second position. When mated, the extractor cannot rotated relative to the reservoir. A resilient, elastomeric foot on the reservoir prevents rotation of the reservoir relative to a supporting surface."
5445069,1995,"Citrus juicer","This invention relates to a citrus juicer for producing fruit juices. The motor-driven cone () is surrounded on all sides by a strainer () having passageways () under which a bowl for collecting the fruit juice is disposed. As a citrus fruit is squeezed, the resulting juice passes through the passageways of the strainer. The boundary area between the cone () and the area of the strainer () surrounding it is configured as an annular gap () whose cross section of passage is adapted to be increased or decreased by means of an adjusting device. The pulp content in the fruit juice is thereby predetermined."
4688478,1987,"Adapter support, pureer/strainer and juicer attachments for use on food      processor bowls","A bowl extender-actuator-and-adapter support has larger upper and smaller lower annular channel members separated by an intermediate shelf and is adapted to be mounted on the bowl of a food processor wth the lower channel member extending down into the bowl and is terminated at its lower end in a spider support web having a central opening in alignment with the rotary drive of the food processor extending up into the bowl. A plurality of radially spaced support ribs below the intermediate shelf define a plurality of mounting steps for enabling this adapter support to be mounted upon food processor bowls of various sizes. An actuator on the shelf extends downwardly outside of the bowl for activating the interlock switch of the food processor. A speed-reduction torque-increasing transmission gear drive unit positioned in the central opening of the spider is coupled to the rotary drive of the food processor and has an upwardly extending shaft for driving attachments positioned thereon at reduced speed with increased torque. A juicer attachment includes a rotating basket integral with a centrally located juicer reamer which is adapted to receive larger sized reamers in telescoped relationship locked for rotation on a splined base. A pureer/strainer attachment is mountable on the shaft of the transmission unit and includes a bridge support for positioning a pair of rearwardly inclined wiper blades extending down into the strainer for pushing food items through the strainer."
5088392,1992,"Kitchen unit","A kitchen article having a body, the body having a bottom sidewalls, a supporting structure formed in the body for supporting a kitchen implement over a top of the body, a bowl formed in an upper portion of the body, a spout formed at one location in an upper portion of a wall of the bowl and extending to a lip in the exterior of the body, and a chamber below a lower surface of the bowl and above the body. The body has provision therein for access to the chamber, the chamber being large enough to accommodate an implement of the proper size to fit on the supporting structure."
4125064,1978,"Juice squeezer for citrus fruits","A juice squeezer for citrus fruits including a base housing or receptacle, a fruit flesh strainer over the receptacle, a squeezer cone above the strainer, and a cleaning element overlying the strainer, the strainer and cleaning element having relative movement with respect to each other."
4706559,1987,"Highly reliable juice extractor","A motorized juice extractor has a cylindrical extruded main body with a base stand providing a reel for winding up and concealing part or all of the electric supply cable. The rotatable extracting cone has a surrounding body attachment substantially in the form of two mating semi-spherical bodies pressure fit together. In one embodiment, an upper lever arm has a cap mating over the rotatable cone for squeezing a product when juicing. This lever arm has a cam actuating a motor drive switch when the cap mates over the cone. This embodiment has a pulp filter centrifugally rotatable with the cone."
6070519,2000,"Juice extractor and beverage mixer apparatus","An upper extractor module includes a cover and a juice extractor fluted dome and trough. A pulp filter filters the juice which flows into a lower extension conduit. An intermediate module has a compartment in fluid isolation from the juice extraction compartment. A motor, drive gears and switch are in the intermediate compartment for rotationally driving the extractor. A pitcher forms a lower module on which the intermediate module fits. The juice flows into the pitcher through the intermediate module via the extension. A paddle depends from the intermediate module and is driven by the motor and gears simultaneously with the extractor, but at a higher speed for mixing beverages in the pitcher formed from the extracted juice and other ingredients such as water, sweeteners and so on. Different extractors may be attached for different size fruits. A lid may be attached over the pitcher for juice/beverage storage."
4959903,1990,"Citrus fruit pulp cutter","A cutting device for segmenting and derinding a half-section of a citrus fruit and for collecting the pulp thereof. It comprises: a rigid first ring, a number of arcuate knives spacedly upwardly projecting from a second integral ring toward an apex area to interconnect so as to form an outer semispherical open frame, the second ring being freely mounted to the first ring, each knife having a lengthwise exterior bevelled sharpened segmenting edge, a number of arcuate radially thick blades spacedly upwardly projecting from a third integral ring radially inwardly of the outer frame to form an inner semispherical open frame, the third ring being freely mounted to the first ring, each blade having an exterior sharpened derinding edge, the outer frame being rotatable about the first ring, and the inner frame being releasably locked to the first ring. In operation, the flat face of the fruit half-section is applied directly against and pushed fully into the outer frame, for segmenting the pulp with the knives cutting edges, and the peel is thereafter rotated drawing therewith the outer frame exclusively of the inner frame since the blades are thicknesswisely anchored into the pulp, for derining the fruit with the blades derinding edges."
4961374,1990,"Juicer","In a juicer, a level has a shaft member inserted into a horizontal cylindrical mounting member formed on the top of a support body and a prolonged radial lever arm whose terminating end can be turned to below the bottom end of the support body. An annular partition plate is fixed in the cylindrical mounting member and a locking sleeve is fitted in the partition plate. The locking sleeve has radial flanges to abut with the partition plate so that the locking sleeve does not move away from the partition plate when it is moved axially. However, a notch is provided in the partition plate at a predetermined position to permit one of the radial flanges to pass therethrough. The lever shaft which carries a gear is inserted into the locking sleeve. A rack is connected to a pressing member and inserted into the support body, engaging with the gear. The rack can be easily drawn out of the support body for cleaning when the lever arm is turned to below the bottom end of the support body. The lever can be removed from the support body when the radial flange of the locking sleeve is in alignment with the notch of the partition plate."
4744522,1988,"Food processor with juice extractor","A food processor wherein the output member of the prime mover extends vertically upwardly into a removable bowl and drives a rotary torque transmitting member having at its upper end a set of teeth arranged to mate with the teeth of a gear provided in a rotary juice extractor which is installed in a receptacle on top of the bowl. The torque transmitting member is a single-purpose part or it can constitute an adapter with additional external teeth arranged to drive a tool at a level below a cover which replaces the receptacle or a tool at a level directly or closely above the bottom portion of the bowl. The receptacle has a perforated bottom wall which permits juice to descend into the bowl, and the juice extractor rotates in the receptacle about an axis which is parallel to and remote from the axis of the torque transmitting member. Alternatively, the axis of rotation of the torque transmitting member coincides with the axis of rotation of the juice extractor; the rotary member then drives the juice extractor by way of a transmission, such as a planetary transmission."
6155164,2000,"Juicer","A juicer for extracting the juice from a fruit includes a base having an upper platform having an aperture defined therethrough. A strainer assembly is provided on the upper platform. The juicer also includes a head that is movably disposed on the base and that has a cavity defined therein. The head is movable between a first position in which the head is proximate the strainer assembly, and a second position in which the head is away from the strainer assembly. Movement of the head between the first and second position is effected by a handle assembly that is connected to the base and to the head and that defines three pivot points that are arranged in generally vertically stacked relation with each other when the head is in the first position."
4080885,1978,"Domestic electric squeezer","An electric motor driven fruit squeezer has the filter grid depressed in, and positioned in the median plane of the casing."
10743576,2020,"Citrus fruit juice extractor","The invention relates to a citrus fruit juice extractor which can be used to cut citrus fruits into at least two parts, extract the juice therefrom and discharge the peel following juicing. The juice extractor consists of a juice extractor element coupled in a hollow housing having openings in the sides thereof, a cutting element connected above the extractor element, and press means located above the hollow housing."
6135018,2000,"Fruit squeezer","A fruit squeezer includes a hollow base, a container mounted on the hollow base and having a top open end, a strainer disposed in the container, a reamer disposed rotatably in the strainer, a driving unit mounted in the base and having a driving shaft projecting upwardly therefrom and connected to the reamer, and a squeezing member having a pivotal end mounted pivotally on the container so as to be movable toward and away from the top open end of the container. The squeezing member further has a pressing end opposite to the pivotal end, and a squeezing portion disposed between the pivotal end and the pressing end. The squeezing portion is movable toward the reamer when the squeezing member moves downwardly toward the top open end of the container."
6668709,2003,"Citrus fruit squeezer with centrifugation of the squeezed product","Appliance for squeezing citrus fruits with centrifugation of the product squeezed, composed of a milling cone () and a centrifuging bowl () provided with holes and/or slots () for filtering the juice or squeezed product which goes to a collecting container (a, b), those cone () and bowl () are independent to each other, detachable and having independent rotation, being associated to different shafts ( and ) associated by respective drives ( and ) coupled to a single electric motor () or to several electric motors (, ) independent, cone () and centrifuging bowl () being driven at different speeds in same or opposite direction, and there exists a device for willingly annulling cone () or bowl () operation. The collecting bowl (a, b) includes an external annular tank (a, b) for collecting an excess of pulp thrown from bowl ()."
6536335,2003,"Juicer and shaver","A combination juicer and shaver includes a juicer portion removably receivable in juxtaposition to a shaver portion. The juicer portion includes a juicer for extracting juice from a food item. The shaver portion includes a chamber and a shaver in the chamber for producing shavings of a food item disposed in the chamber. A drive selectively produces operating movement of the shaver means and the juicer, and a coupling communicates the operating movement between the shaver and the juicer."
6318252,2001,"Juicer with uniform pressing","A juicer comprises a base, a column extending upward from the base, a vertical rod, a top seat, and a juicing device. The vertical rod has a portion movably mounted in the column and is movable along a vertical direction. The top seat is securely mounted to an upper end of the vertical rod and includes a compartment and an annular recessed portion surrounding the compartment. The juicing device comprises a pressing cup and a reamer. The pressing cup is mounted in the compartment of the top seat and includes a disc having a first side releasably engaged with the top seat and a second side for cooperating with the reamer for extracting juice from a citrus placed on the reamer. The disc has an annular end edge received in the annular recessed portion of the top seat."
6295921,2001,"Juice extractor for citrus fruits","A juice extractor for citrus fruits includes a base, a vertical column, a cylindrical element attached to the column, and a cone-shaped juice collecting tray placed on the cylindrical element. A lower fruit holder is located on the juice collecting tray, and a perforated cone-shaped vessel is placed over the lower fruit holder. An upper fruit holder, a pressing device and a handle are also provided, the pressing device consisting of a hollow body, a fixation sleeve member and a connecting rib."
