PatentNum,Date,Title,Text
8215233,2012,Nut-cracking apparatus,A nut-cracking apparatus that is compact and efficient cracks nuts at high production rates. The nut-cracking apparatus includes an endless conveyor and delivers nuts from a hopper to a delivery point. The nuts are engaged at the delivery point by a nut-cracking unit which cracks the nuts. The endless conveyor includes nut pockets which are made up of separate nut pocket segments that are movable from open to closed positions. The nut pocket segments are in an open position where the nuts are cracked to provide ample room for cracking of the nut.
8267009,2012,Nutcracker,"A nutcracker utilizes a cone with a textured exterior surface rotatably mounted and centered inside a vertical cylinder with a textured interior surface. The textured exterior surface and the textured interior surface are non-parallel and form a cracking zone that becomes smaller in the downward direction. As the conical member rotates, gravity rolls nuts down in a spiraling path, between and along the preferred elongated and slanted protrusions forming the texture. This path takes the nuts into an increasingly smaller cracking zone until the pressure on the nuts from the conical and cylindrical members causes the nut-shells to crack and the nuts typically to break into halves and thirds. The nutcracker may include an adjustable barrel that rolls up and down inside a housing, for changing the minimum width of the cracking zone."
8148442,2012,"Pressure sensitive adhesive for polarizing plates, polarizing plate with      pressure sensitive adhesive and production process for polarizing plate","The disclosed a pressure sensitive adhesive for polarizing plates which has a storage elastic modulus (G') at .degree. C. of at least . MPa; a polarizing plate having a pressure sensitive adhesive; a process for producing the above polarizing plate which comprises sticking a polarizing plate on a tacky adhesive material layer formed on a releasing layer of a releasing sheet, and thereafter irradiating with an active energy beam from the releasing sheet side; an optical film which comprises a polarizing plate and a phase difference plate; and a process for producing the above optical film. The pressure sensitive adhesive and polarizing plate having the pressure sensitive adhesive are characterized in that they are capable of sticking with high durability, the polarizing plate to a and phase difference plate, and the resultant liquid crystal display unit is less liable to cause light leakage under the conditions of high temperature."
7675334,2010,Delay locked loop circuit and semiconductor integrated circuit device,"A technology capable of avoiding malfunction of a delay locked loop without generating a constant phase error in a delay locked loop circuit is provided. In a delay locked loop circuit, a control circuit is disposed in the outside of a delay locked loop, and in phase comparison of the delay locked loop, the control circuit outputs a control signal to the delay locked loop so that the relation in the phase comparison between a reference signal and an output signal is shifted by a set cycle."
7695750,2010,Methods for splitting pistachio nuts,"The present invention discloses methods for artificially splitting nuts in a manner that ensures that the nuts split in the same manner as naturally split nuts. The methods include placing a batch of closed-shell nuts into a water filled vessel, sealing it, and reducing the pressure inside the vessel by removing air. This also causes air to be removed from inside the nuts. The air pressure in the vessel is then normalized, causing the air removed from the nuts to be replaced with water from the vessel. The nuts are then promptly transferred from the vessel and exposed to forces that cause the water inside the nuts to rapidly expand, creating internal pressure that forces the shells to split open along the longitudinal suture of the nut. The internal pressure can be created by the application of microwave radiation on the nut, thereby turning the water within the nut into water vapor, or by subjecting the nuts to a rapid decrease in temperature, thereby causing the water within the nuts to freeze and creating the internal pressure required to split open the shell of the nut. An alternative embodiment provides methods for completely splitting partially-split nut shells."
7669525,2010,Multi-purpose culinary implement,"A food preparation apparatus is provided, the apparatus comprises: a main frame having a central opening for receiving a food preparation implement and having opposing ends; and at least one interchangeable food preparation implement designed to be inserted within the central opening and locked onto the main frame during usage and being removable for cleaning and storage during non-use, the food preparation implement is selected from a group consisting of mandolins, graters, cutting devices, potato fry cutters, slicers, corers, peelers, pressing devices, food mashers, food presses and mixtures thereof."
7717033,2010,Nut cracking mechanism for variable-sized nuts,"A nut cracking mechanism for shelling variable-sized nuts having a brittle shell and fragile nut meat, the nut cracker mechanism having a housing with a horizontally positioned rotatable drum contained in the housing, and an adjustable, substantially vertical compression plate mounted in the housing with a cracking surface displaced from a cylindrical slip resistant cracking surface of the drum to form a narrowing gap between the drum and the compression plate, the gap having an upper portion sized to accommodate nuts of varying sizes and a lower portion sized to compress nuts between the cylindrical surface of the drum and the compression plate until the nut cracks and releases its meat, the mechanism having associated components to feed nuts to the top of the mechanism and receive shells and meat from the bottom of the mechanism."
7806028,2010,Nutshell cracker and method of use,"This invention is directed toward a nutshell cracker and method of use. The nutshell cracker has three or more cracking members, each with a concave cracking surface, a central slot on its top with eyelets on either side. The -D design and curvature of the invention make it stylish, sleek, and attractive, and suitable for storage upon a table or kitchen countertop. The cracking members rotate about the connecting member, surrounding the nut on three or more sides, thereby allowing the user to apply less pressure per cracking member to achieve the same overall pressure upon the nutshell as would be applied through use of a traditional nutcracker. Having cracking members on three or more sides also increases the ability of the invention to constrain the nutshell during cracking and decreases the chances that once cracked, the actual nut will squirt out the side and fall on the floor."
7565745,2009,Nut cracker,"A nut cracker having a cup, a lever and a handle. The cup having a wall and a bottom defining an internal, generally conical space sized to contain a nut placed therein such that when the nut is cracked pieces of the shell are contained within the cup. The lever is provided in a slot through the wall of the cup such that the lever can be pivoted towards the portion of interior surface of the wall to crush a nut between a surface of the lever and a portion of interior surface of the wall opposite the lever. The handle is pivotally attached to the top of the cup such that when the handle is moved in a direction towards the cup the lever surface moves towards the portion of the interior surface of the wall."
7481157,2009,Nutcracker,"A nutcracker utilizes a conical member with a textured exterior surface rotatably mounted and centered inside a vertical cylinder with a textured interior surface. The nuts occupy a cracking zone between the textured exterior surface and the textured interior surface. As the conical member rotates, gravity rolls the nuts down in a spiraling path into an increasingly smaller cracking zone until the pressure on the nuts between the textured exterior surface and the textured interior surface causes the shells to crack and the nuts to break into halves and thirds."
7368140,2008,Nut fragments and methods of forming nut fragments,"Raw material nuts may be quenched using an extremely low temperature liquefied gas to produce cracks in the raw material nuts. The cracked raw material nuts may then be crumbled along the cracks to separate the nuts into small nut fragments. After returning the temperature of the nuts to the ambient temperature, additional cracks can be further produced in the nut fragments by quenching the nut fragments. Smaller nut fragments can then be obtained by crumbling along the cracks. Small nut fragments in desired sizes may be obtained by repeating the process of cracking and crumbling as many times as desired. The astringent skin of the nuts may also be peeled off while the small nut fragments are produced."
7377211,2008,Nut-cracking apparatus,A nut-cracking apparatus has an endless conveyor that delivers nuts from a hopper to a pickup point. A rotating turret is mounted to a frame and includes a plurality of nut-cracking units. The nut-cracking units engage nuts carried by the endless conveyor at the pickup point and remove nuts therefrom. The forward sprocket about which the endless conveyor rotates has an axis of rotation that is offset from the axis of rotation of the turret. The axis of rotation of the forward conveyor sprocket falls within a circular periphery defined by the nut-cracking units on the rotating turret.
7444929,2008,Sheller,"The current invention provides an improved sheller for removing the husk or shell from nuts, legumes and other similar plant products. The sheller of the current invention includes an improved ring assembly. The improved ring assembly comprises ring units having an inner ring and an outer ring. Each inner ring carries integrally formed spacers and each outer ring carries integrally formed spacers. Each inner ring directly contacts an adjunct inner ring and each outer ring directly contacts an adjacent outer ring. Through use of integrally formed spacers, the current invention significantly reduces the number of component requiring assembly during the manufacture of the sheller."
7194950,2007,Apparatus for successively delivering nuts to a high production nutcracker,"A high production nutcracking apparatus wherein the nuts are fed from a hopper on a feed conveyor which has an upwardly inclined segment which passes through the hopper, a horizontal segment which leads to the cracking apparatus, and an arcuate transition juncture which is between the two segments. The nuts are received in nut transport elements of the feed conveyor, and they are singularized and oriented while being advanced by means of a deflecting plate which overlies the feed conveyor from a point along the upwardly inclined segment, along the transition juncture, and to a delivery point where the nuts are lifted from the conveyor by a cracking turret. The downstream end portion of the deflecting plate comprises an elastomeric flap, which is highly flexible and relatively soft and which engages the advancing nuts with a frictional force sufficient to roll the nuts about their end to end axes and thereby properly orient the nuts in the nut transport elements. The elevation of the feed conveyor relative to the cracking turret can be adjusted to accommodate nuts of different sizes."
7197977,2007,Apparatus for successively delivering nuts to a high production nutcracker,"An apparatus for successively delivering nuts from a hopper to a high production nutcracker. An endless conveyor extends through the hopper and includes a plurality of nut transport elements which pick up the nuts in a receptacle formed in the upper surface of each element. To insure that only one nut is received in each receptacle, each element is provided with a longitudinal slot in one of the sides of the element which communicates with the receptacle, and a pivotally mounted singulating arm extends into the slots of the advancing elements to eject any excess nuts from each receptacle. To accommodate nuts of different average size, the pivotal position of the singulating arm is adjustable by means of an actuating wheel positioned on the outside of the hopper."
7302886,2007,Hulling apparatus and method,"A hulling apparatus having a main frame, a moveable support frame, a rotatable drum fixed in position relative to the main frame, a housing supported by the moveable support frame and a hulling chamber formed by the placement of the drum inside the housing. A contact element having one or more brush assemblies is attached to the drum such that the bristles project into the hulling chamber to engage walnuts, pecans or other food products and remove the outer hull therefrom. The walls of the housing are formed from one or more screened panels having openings therein to pass the removed hull material and spiral members thereon to help guide the food products through the apparatus. The housing moves up and down to increase or decrease the size of the hulling chamber. The apparatus speeds the process of hulling walnuts and pecans and more effectively utilizes the brush assemblies."
7234393,2007,Industrial nutcracker,"An improved nutcracker and shelling process use centrifugal force to accelerate nuts so that their shells shatter upon impacting a target surface. The nutcracker includes an impeller having an intake for receiving nuts and an outlet for discharging the nuts. During operation, the impeller is spun so that the nuts received at the intake are accelerated as they pass through the impeller. The nuts reach a sufficiently fast speed so that their shells fracture upon hitting the target surface after being thrown from the impeller."
7263884,2007,Vibration type gyrosensor device,"Disclosed is a small-sized vibration type gyrosensor device of high sensitivity provided with a cantilevered oscillator. A cantilevered oscillator , provided with a lower electrode, a piezoelectric film and an upper electrode, formed on a single-crystal silicon substrate by a thin film forming process, includes, as an upper electrode, a driving electrode a, formed along the length of the oscillator for applying the voltage for causing oscillations of the oscillator , and first and second detection electrodes b, c, formed on both sides of the driving electrode a parallel to the longitudinal direction of the oscillator, without contacting with the driving electrode a. With a width W of the driving electrode a, a width W of the first detection electrode b, a width W of the second detection electrode c and with W=W+W+W, the condition of .&lt;(W/W)&lt; is to be met."
7141260,2006,Apparatus and method for removal of seed pericarp,"An apparatus and method for removing pericarp from a seed, such as a corn kernel. The method includes sonicating the kernel to loosen the pericarp and then separation of the pericarp. One example of separation is by frictional milling. An additional optional aspect of the invention is isolation of the pericarp from the remainder of the seed and/or further cleaning or purification of the pericarp."
7028608,2006,High production nutcracking apparatus having provision for maintaining the      nuts in clean and sterile condition,"A high production nutcracking apparatus wherein any whole nuts which are mis-fed or fail to be cracked, are automatically returned to the feed hopper without being exposed to possible contamination. To separate the shell fragments from the uncracked whole nuts, there is provided an inclined openwork grate, which is sized and configured to permit the shell fragments to pass directly therethrough while the whole nuts slide down and drop off a lower end of the grate. The grate is formed of a plurality of parallel rods which are supported so that they vibrate during operation of the cracking apparatus, to facilitate the sliding movement of the whole nuts."
7011016,2006,Nut cracker,"The Nut Cracker Apparatus () receives a nut at the top surface of an anvil. A plunger, aligned with the anvil, is moved vertically, by rack and pinion gear operation of a handle lever means, into contact with the nut thereby exerting cracking or crushing pressure on the shell or hull. The anvil is generally centrally positioned on a chamber floor which is downwardly sloping toward a tray which receives nut meat discharged from the anvil and floor into the tray."
7000531,2006,Nutcracker,"A nutcracker for simultaneously cracking a plurality of similar nuts in a single discreet operation provides a five sided box-like base defining a chamber having an open top, carrying a rigid bottom plate bottom and defining a slot in the front side extending downwardly to the bottom for nut shell removal. One or more spacers configured to fit within the cracking box chamber above the bottom plate, defining similar medial orifices and having different vertical thicknesses are stacked on the bottom plate to define a cracking chamber having a depth of eighty to ninety percent of the average height of nuts to be cracked. A striker plate having a non-resilient body with peripheral configuration to cover the orifice of the spacer and an upstanding handle manually impacts on the uppermost spacer to crack nuts in the cracking chamber."
6941859,2005,Nut hulling tub agitating fingers,"An agitating device is provided that may be mounted inside a rotating nut hulling tub for increasing the agitation of the nuts, thereby increasing the hulling speed, especially important for pistachio nuts. The device comprises a bracket capable of being attached to the inside cover of a rotatable nut hulling tub, which has side wall protrusions for hulling nuts. There are at least four brackets attached to the cover at cardinal points. Each bracket has a series of three holes and three tub fingers. The tub fingers are capable of being attached to the bracket so the fingers hang downwardly into the tub in contact with the nuts, thereby agitating the nuts as they move inside the rotatable tub. The tub fingers are capable of assisting in knocking off the nut hulls and causing the nuts to move against the side wall protrusions at a faster rate, thereby speeding up the nut hulling process."
6851353,2005,Nut transport element for use in high production nutcracking apparatus,"A lightweight feed chain for a high speed nutcracking apparatus and which is composed of a plurality of individual nut transport elements mounted in succession. The nut transport elements are block-like in configuration, and each element includes a nut receptacle extending laterally across the upper face which is sized to accommodate a single nut of a given size. The elements are formed of a high impact plastic material which has been found to reduce wear and breakage from contact with the nutcracking components of the apparatus, and to reduce the weight of the chain. Also the elements may be color coded, with each color indicating a particular size of the receptacle."
6928739,2005,Tool force transmitting method and apparatus,"A method and apparatus for transmitting a force around a corner is provided. The apparatus includes a force transmitter comprising a first and second rounded end, a connecting member connecting the first and second rounded ends having a smaller diameter than the first and second rounded ends. The method for transmitting a force around a corner comprises the steps of urging a force transmitter in one direction, transmitting the force from the force transmitter and a second direction wherein the force transmitter has two rounded ends and a connecting portion having a lesser diameter than either rounded end."
6766732,2004,Cracking die assembly for high production nutcracking apparatus,"A cracking die assembly which is adapted for use in a high production nutcracking apparatus of the type wherein a nut is held between an anvil and a cracking die, and a shuttle then impacts against the rearward end face of the cracking die to sharply advance the cracking die and thereby crack the shell of the nut. The cracking die assembly includes a mounting sleeve having a bore with an internal shoulder, and a tubular retainer mounted within a portion of the sleeve bore so as to engage the shoulder of the sleeve. An annular gasket is fixedly mounted in the bore of the retainer, and the cracking die has a radial flange which is positioned to lie between the shoulder in the bore of the sleeve, and the gasket. Also, the gasket and radial flange have conforming surfaces which engage when the cracking die is impacted by the shuttle, and the gasket is free to radially expand to absorb a portion of the impacting force of the shuttle."
